,latitude,longitude,city,state,status,population,county,countyfips,country
2175,34.009083129,-117.687993959,CHINO,CA,OPEN,106,SAN BERNARDINO,06071,USA
2176,34.2654122110001,-117.168295365,LAKE ARROWHEAD,CA,OPEN,37,SAN BERNARDINO,06071,USA
2177,34.138100975,-117.21758236,PATTON,CA,OPEN,1287,SAN BERNARDINO,06071,USA
2178,33.1250851180001,-117.075294696,ESCONDIDO,CA,OPEN,292,SAN DIEGO,06073,USA
2179,35.291796785,-120.66605068,SAN LUIS OBISPO,CA,OPEN,164,SAN LUIS OBISPO,06079,USA
2180,34.174860971,-118.869384187,THOUSAND OAKS,CA,OPEN,21,VENTURA,06111,USA
2181,39.6795226410001,-120.243584891,LOYALTON,CA,OPEN,39,SIERRA,06091,USA
2182,38.2780398680001,-122.26703341,NAPA,CA,OPEN,1418,NAPA,06055,USA
2184,37.9671297780001,-121.287601603,STOCKTON,CA,OPEN,16,SAN JOAQUIN,06077,USA
2185,37.886725744,-121.282676604,FRENCH CAMP,CA,OPEN,196,SAN JOAQUIN,06077,USA
2186,34.1416496630001,-118.090970597,PASADENA,CA,OPEN,118,LOS ANGELES,06037,USA
2187,34.0884364070001,-118.074015544,ROSEMEAD,CA,OPEN,97,LOS ANGELES,06037,USA
2188,33.8650814600001,-118.156274109,LONG BEACH,CA,OPEN,16,LOS ANGELES,06037,USA
2189,33.892964883,-118.294783486,GARDENA,CA,OPEN,172,LOS ANGELES,06037,USA
2190,34.065403857,-118.446587693,LOS ANGELES,CA,OPEN,74,LOS ANGELES,06037,USA
2191,34.069669445,-118.263525847,LOS ANGELES,CA,OPEN,116,LOS ANGELES,06037,USA
2192,34.069566067,-118.105688446,ROSEMEAD,CA,OPEN,118,LOS ANGELES,06037,USA
2193,33.950163027,-118.003960985,WHITTIER,CA,OPEN,178,LOS ANGELES,06037,USA
2194,36.609100201,-118.057911853,LONE PINE,CA,OPEN,37,INYO,06027,USA
2196,39.431233741,-123.800880567,FORT BRAGG,CA,OPEN,49,MENDOCINO,06045,USA
2197,38.7328088460001,-120.802062904,PLACERVILLE,CA,OPEN,16,EL DORADO,06017,USA
2198,35.384829607,-119.039996401,BAKERSFIELD,CA,OPEN,47,KERN,06029,USA
2199,38.6334945,-121.354554349,CARMICHAEL,CA,OPEN,16,SACRAMENTO,06067,USA
2200,38.4667802800001,-121.417111667,SACRAMENTO,CA,OPEN,120,SACRAMENTO,06067,USA
2252,32.997075184,-117.055551441,POWAY,CA,OPEN,236,SAN DIEGO,06073,USA
2253,32.8780233140001,-117.225598865,LA JOLLA,CA,OPEN,173,SAN DIEGO,06073,USA
2255,35.555237886,-120.719588434,TEMPLETON,CA,OPEN,122,SAN LUIS OBISPO,06079,USA
2257,38.450397819,-122.771626172,SANTA ROSA,CA,OPEN,95,SONOMA,06097,USA
2258,38.3471799480001,-122.518698934,ELDRIDGE,CA,OPEN,1021,SONOMA,06097,USA
2259,37.707684563,-122.118709954,SAN LEANDRO,CA,OPEN,159,ALAMEDA,06001,USA
2260,37.7162326010001,-122.130563971,SAN LEANDRO,CA,OPEN,99,ALAMEDA,06001,USA
2261,34.0760965750001,-118.248361257,LOS ANGELES,CA,OPEN,105,LOS ANGELES,06037,USA
2262,33.874408481,-118.12960781,BELLFLOWER,CA,OPEN,144,LOS ANGELES,06037,USA
2263,34.0681632450001,-118.12385734,MONTEREY PARK,CA,OPEN,210,LOS ANGELES,06037,USA
2264,33.8900864440001,-118.297438262,GARDENA,CA,OPEN,84,LOS ANGELES,06037,USA
2265,33.928401502,-118.158878677,DOWNEY,CA,OPEN,289,LOS ANGELES,06037,USA
2266,34.0193463100001,-118.18651367,LOS ANGELES,CA,OPEN,130,LOS ANGELES,06037,USA
2267,34.0351433110001,-118.309357038,LOS ANGELES,CA,OPEN,149,LOS ANGELES,06037,USA
2268,36.83551313,-121.386821065,HOLLISTER,CA,OPEN,62,SAN BENITO,06069,USA
2269,33.752441505,-116.960438746,HEMET,CA,OPEN,90,RIVERSIDE,06065,USA
2270,33.7065682840001,-116.23525807,INDIO,CA,OPEN,156,RIVERSIDE,06065,USA
2271,33.8124777130001,-117.222339483,PERRIS,CA,OPEN,40,RIVERSIDE,06065,USA
2272,33.700864616,-116.221625706,INDIO,CA,OPEN,16,RIVERSIDE,06065,USA
2273,33.6128617690001,-114.595116279,BLYTHE,CA,OPEN,51,RIVERSIDE,06065,USA
2274,37.2447147330001,-121.94807381,LOS GATOS,CA,OPEN,70,SANTA CLARA,06085,USA
2275,37.500123903,-119.977314443,MARIPOSA,CA,OPEN,34,MARIPOSA,06043,USA
2276,36.608268331,-119.45214935,REEDLEY,CA,OPEN,44,FRESNO,06019,USA
2278,37.7745918470001,-121.957279019,SAN RAMON,CA,OPEN,64,CONTRA COSTA,06013,USA
2279,38.6433945540001,-121.364680929,SACRAMENTO,CA,OPEN,125,SACRAMENTO,06067,USA
2280,38.681180582,-121.158209097,FOLSOM,CA,OPEN,58,SACRAMENTO,06067,USA
2281,33.762149703,-117.89159475,SANTA ANA,CA,OPEN,54,ORANGE,06059,USA
2282,33.804413493,-118.067149759,LOS ALAMITOS,CA,OPEN,167,ORANGE,06059,USA
2283,33.7302566560001,-117.828571611,TUSTIN,CA,OPEN,177,ORANGE,06059,USA
2284,37.75916748,-120.860298868,OAKDALE,CA,OPEN,115,STANISLAUS,06099,USA
2285,39.1314502120001,-121.613454058,YUBA CITY,CA,OPEN,14,SUTTER,06101,USA
2286,39.155595609,-121.618435699,YUBA CITY,CA,OPEN,16,SUTTER,06101,USA
2287,36.315776182,-119.29248312,VISALIA,CA,OPEN,54,TULARE,06107,USA
2290,39.752496894,-121.847996375,CHICO,CA,OPEN,30,BUTTE,06007,USA
2296,37.770628629,-122.237024304,ALAMEDA,CA,OPEN,120,ALAMEDA,06001,USA
2297,33.7882842860001,-118.194139118,LONG BEACH,CA,OPEN,36,LOS ANGELES,06037,USA
2298,38.1306131040001,-122.240998778,VALLEJO,CA,OPEN,16,SOLANO,06095,USA
2299,35.11310809,-120.590936196,ARROYO GRANDE,CA,OPEN,67,SAN LUIS OBISPO,06079,USA
2300,33.12221694,-117.121370857,ESCONDIDO,CA,OPEN,288,SAN DIEGO,06073,USA
2301,34.0396037290001,-118.212794235,LOS ANGELES,CA,OPEN,36,LOS ANGELES,06037,USA
2302,40.585174205,-122.413549648,REDDING,CA,OPEN,88,SHASTA,06089,USA
2317,34.0489404050001,-117.220216361,REDLANDS,CA,OPEN,28,SAN BERNARDINO,06071,USA
2318,34.5414883720001,-117.265691515,APPLE VALLEY,CA,OPEN,212,SAN BERNARDINO,06071,USA
2319,32.7956275820001,-117.155096325,SAN DIEGO,CA,OPEN,158,SAN DIEGO,06073,USA
2320,33.1856203950001,-117.290267305,OCEANSIDE,CA,OPEN,397,SAN DIEGO,06073,USA
2321,32.694474004,-117.167357472,CORONADO,CA,OPEN,122,SAN DIEGO,06073,USA
2323,37.749322367,-122.456896368,SAN FRANCISCO,CA,OPEN,288,SAN FRANCISCO,06075,USA
2326,34.21633831,-119.155718263,OXNARD,CA,OPEN,265,VENTURA,06111,USA
2327,38.397174337,-122.819026236,SEBASTOPOL,CA,OPEN,37,SONOMA,06097,USA
2328,38.1179037480001,-122.248893686,VALLEJO,CA,OPEN,61,SOLANO,06095,USA
2329,38.5625039120001,-121.770740018,DAVIS,CA,OPEN,48,YOLO,06113,USA
2331,37.8212158590001,-122.263060594,OAKLAND,CA,OPEN,403,ALAMEDA,06001,USA
2332,37.5527903660001,-121.975084202,FREMONT,CA,OPEN,106,ALAMEDA,06001,USA
2333,37.6773201350001,-121.781791647,LIVERMORE,CA,OPEN,75,ALAMEDA,06001,USA
2334,38.121323342,-121.286818425,LODI,CA,OPEN,190,SAN JOAQUIN,06077,USA
2335,34.0145595060001,-118.100446881,MONTEBELLO,CA,OPEN,224,LOS ANGELES,06037,USA
2337,33.7884863640001,-118.145240612,LONG BEACH,CA,OPEN,208,LOS ANGELES,06037,USA
2338,33.80817455,-118.185457576,LONG BEACH,CA,OPEN,371,LOS ANGELES,06037,USA
2339,34.085241404,-118.25658079,LOS ANGELES,CA,OPEN,55,LOS ANGELES,06037,USA
2340,34.0384966780001,-118.374696375,LOS ANGELES,CA,OPEN,288,LOS ANGELES,06037,USA
2341,33.9195067900001,-118.128997851,DOWNEY,CA,OPEN,352,LOS ANGELES,06037,USA
2342,34.062029841,-118.2013106,LOS ANGELES,CA,OPEN,401,LOS ANGELES,06037,USA
2343,34.0072994830001,-118.26621008,LOS ANGELES,CA,OPEN,72,LOS ANGELES,06037,USA
2344,34.1344874600001,-118.041711746,ARCADIA,CA,OPEN,400,LOS ANGELES,06037,USA
2345,34.2204145640001,-118.45666936,PANORAMA CITY,CA,OPEN,145,LOS ANGELES,06037,USA
2346,33.7384230700001,-118.305004358,SAN PEDRO,CA,OPEN,231,LOS ANGELES,06037,USA
2347,33.838492902,-118.357297244,TORRANCE,CA,OPEN,327,LOS ANGELES,06037,USA
2348,34.1570435290001,-118.328869108,BURBANK,CA,OPEN,446,LOS ANGELES,06037,USA
2349,34.0308259510001,-118.47945038,SANTA MONICA,CA,OPEN,266,LOS ANGELES,06037,USA
2350,34.0638715590001,-118.27361447,LOS ANGELES,CA,OPEN,366,LOS ANGELES,06037,USA
2351,33.8970320700001,-117.186003224,MORENO VALLEY,CA,OPEN,101,RIVERSIDE,06065,USA
2352,33.614776944,-117.169070306,MURRIETA,CA,OPEN,106,RIVERSIDE,06065,USA
2353,37.2625271480001,-121.96940656,LOS GATOS,CA,OPEN,143,SANTA CLARA,06085,USA
2354,37.2398033420001,-121.800215669,SAN JOSE,CA,OPEN,247,SANTA CLARA,06085,USA
2355,37.327924739,-121.938392012,SAN JOSE,CA,OPEN,358,SANTA CLARA,06085,USA
2356,36.990020703,-121.984045014,SANTA CRUZ,CA,OPEN,223,SANTA CRUZ,06087,USA
2357,37.6596877590001,-122.439269957,SOUTH SAN FRANCISCO,CA,OPEN,120,SAN MATEO,06081,USA
2359,38.945103718,-121.10074822,AUBURN,CA,OPEN,64,PLACER,06061,USA
2360,39.3896987200001,-123.338729758,WILLITS,CA,OPEN,25,MENDOCINO,06045,USA
2361,37.3398556550001,-120.467528265,MERCED,CA,OPEN,186,MERCED,06047,USA
2362,36.7777153540001,-119.779677103,FRESNO,CA,OPEN,106,FRESNO,06019,USA
2363,36.8425296880001,-119.780305097,FRESNO,CA,OPEN,169,FRESNO,06019,USA
2364,36.567867037,-119.598667364,SELMA,CA,OPEN,57,FRESNO,06019,USA
2365,38.9115786790001,-119.996546848,SOUTH LAKE TAHOE,CA,OPEN,111,EL DORADO,06017,USA
2366,35.762264175,-119.238822002,DELANO,CA,OPEN,100,KERN,06029,USA
2367,35.316723575,-119.060534578,BAKERSFIELD,CA,OPEN,90,KERN,06029,USA
2368,38.549925934,-121.414616784,SACRAMENTO,CA,OPEN,73,SACRAMENTO,06067,USA
2369,40.5826249150001,-124.136405293,FORTUNA,CA,OPEN,35,HUMBOLDT,06023,USA
2370,36.2058124330001,-121.132857346,KING CITY,CA,OPEN,94,MONTEREY,06053,USA
2371,33.6603969440001,-117.773206443,IRVINE,CA,OPEN,70,ORANGE,06059,USA
2372,33.7004619470001,-117.955894218,FOUNTAIN VALLEY,CA,OPEN,218,ORANGE,06059,USA
2373,37.5123140430001,-120.839150919,TURLOCK,CA,OPEN,209,STANISLAUS,06099,USA
2374,37.706522277,-121.051778445,MODESTO,CA,OPEN,152,STANISLAUS,06099,USA
2401,33.739018233,-118.306273762,SAN PEDRO,CA,OPEN,125,LOS ANGELES,06037,USA
2402,33.8519878810001,-117.844194538,ANAHEIM,CA,OPEN,262,ORANGE,06059,USA
2404,33.9226370650001,-118.243801279,LOS ANGELES,CA,OPEN,131,LOS ANGELES,06037,USA
3345,36.7372886850001,-119.752187693,FRESNO,CA,OPEN,16,FRESNO,06019,USA
3346,33.571171416,-117.701246934,ALISO VIEJO,CA,OPEN,93,ORANGE,06059,USA
3347,37.7740387910001,-122.454030039,SAN FRANCISCO,CA,OPEN,60,SAN FRANCISCO,06075,USA
3348,37.24902093,-121.774458226,SAN JOSE,CA,OPEN,80,SANTA CLARA,06085,USA
3349,37.697027732,-120.975785321,MODESTO,CA,OPEN,50,STANISLAUS,06099,USA
3442,39.152905893,-123.202808344,UKIAH,CA,OPEN,67,MENDOCINO,06045,USA
3467,37.3112960340001,-121.915016567,SAN JOSE,CA,OPEN,16,SANTA CLARA,06085,USA
3470,38.55198584,-121.456443444,SACRAMENTO,CA,OPEN,16,SACRAMENTO,06067,USA
3475,37.819327104,-122.26408747,OAKLAND,CA,OPEN,24,ALAMEDA,06001,USA
3546,35.3656781130001,-118.9297762,BAKERSFIELD,CA,OPEN,16,KERN,06029,USA
3550,33.56040427,-117.665822597,MISSION VIEJO,CA,OPEN,54,ORANGE,06059,USA
3883,33.380811954,-117.244558836,FALLBROOK,CA,OPEN,47,SAN DIEGO,06073,USA
3884,34.3077643510001,-119.283663533,VENTURA,CA,OPEN,87,VENTURA,06111,USA
3885,34.2079705140001,-118.882894893,THOUSAND OAKS,CA,OPEN,321,VENTURA,06111,USA
3886,38.3557970630001,-121.951749019,VACAVILLE,CA,OPEN,50,SOLANO,06095,USA
3887,38.3245032720001,-122.297056809,NAPA,CA,OPEN,211,NAPA,06055,USA
3888,37.7627943590001,-122.254213591,ALAMEDA,CA,OPEN,135,ALAMEDA,06001,USA
3889,37.557282882,-121.979808391,FREMONT,CA,OPEN,341,ALAMEDA,06001,USA
3890,33.950444428,-118.348235992,INGLEWOOD,CA,OPEN,369,LOS ANGELES,06037,USA
3891,33.8843352660001,-118.102946703,CERRITOS,CA,OPEN,187,LOS ANGELES,06037,USA
3895,34.0480352820001,-118.043294865,SOUTH EL MONTE,CA,OPEN,117,LOS ANGELES,06037,USA
3896,34.0595615890001,-118.208356609,LOS ANGELES,CA,OPEN,676,LOS ANGELES,06037,USA
3897,34.066554382,-118.446625067,LOS ANGELES,CA,OPEN,466,LOS ANGELES,06037,USA
3898,33.8386678530001,-116.54345357,PALM SPRINGS,CA,OPEN,385,RIVERSIDE,06065,USA
3899,33.976554225,-117.380988945,RIVERSIDE,CA,OPEN,373,RIVERSIDE,06065,USA
3900,33.9119112270001,-117.195829761,MORENO VALLEY,CA,OPEN,362,RIVERSIDE,06065,USA
3901,33.5587769140001,-117.18406775,MURRIETA,CA,OPEN,120,RIVERSIDE,06065,USA
3902,33.5916816230001,-117.237601069,WILDOMAR,CA,OPEN,132,RIVERSIDE,06065,USA
3903,37.5311465570001,-122.299494798,SAN MATEO,CA,OPEN,228,SAN MATEO,06081,USA
3904,40.585631821,-122.387868316,REDDING,CA,OPEN,246,SHASTA,06089,USA
3905,37.362061872,-118.406239766,BISHOP,CA,OPEN,25,INYO,06027,USA
3906,37.9472533640001,-122.535858943,GREENBRAE,CA,OPEN,235,MARIN,06041,USA
3907,37.2937840810001,-120.473474738,MERCED,CA,OPEN,16,MERCED,06047,USA
3908,36.8404012280001,-119.757662316,FRESNO,CA,OPEN,61,FRESNO,06019,USA
3909,35.382498845,-118.969773674,BAKERSFIELD,CA,OPEN,222,KERN,06029,USA
3910,35.635028295,-118.406991731,LAKE ISABELLA,CA,OPEN,101,KERN,06029,USA
3911,35.383399642,-119.020523757,BAKERSFIELD,CA,OPEN,254,KERN,06029,USA
3912,40.896056586,-124.091189222,ARCATA,CA,OPEN,78,HUMBOLDT,06023,USA
3913,40.7807165500001,-124.160600217,EUREKA,CA,OPEN,16,HUMBOLDT,06023,USA
3914,32.780434681,-115.568728255,EL CENTRO,CA,OPEN,161,IMPERIAL,06025,USA
3915,32.9590929730001,-115.55379865,BRAWLEY,CA,OPEN,107,IMPERIAL,06025,USA
3916,36.69851657,-121.63059029,SALINAS,CA,OPEN,172,MONTEREY,06053,USA
3917,33.6518545440001,-117.911852106,COSTA MESA,CA,OPEN,122,ORANGE,06059,USA
3918,33.714664435,-117.93454792,FOUNTAIN VALLEY,CA,OPEN,107,ORANGE,06059,USA
3919,33.6222851640001,-117.907535782,NEWPORT BEACH,CA,OPEN,36,ORANGE,06059,USA
3920,33.8197332600001,-117.909355225,ANAHEIM,CA,OPEN,189,ORANGE,06059,USA
3921,37.665147604,-120.997020691,MODESTO,CA,OPEN,394,STANISLAUS,06099,USA
3922,39.1536036250001,-121.61754955,YUBA CITY,CA,OPEN,16,SUTTER,06101,USA
3923,36.068537173,-119.027360415,PORTERVILLE,CA,OPEN,167,TULARE,06107,USA
3946,39.1151520810001,-121.341588281,BEALE AFB,CA,OPEN,-999,YUBA,06115,USA
3978,34.025687901,-117.68602553,CHINO,CA,OPEN,126,SAN BERNARDINO,06071,USA
3979,34.4724019430001,-117.298158212,VICTORVILLE,CA,OPEN,148,SAN BERNARDINO,06071,USA
3980,34.0691758620001,-117.64247932,ONTARIO,CA,OPEN,91,SAN BERNARDINO,06071,USA
3981,32.9911831270001,-117.07531757,SAN DIEGO,CA,OPEN,80,SAN DIEGO,06073,USA
3982,32.7494456330001,-117.076632222,SAN DIEGO,CA,OPEN,57,SAN DIEGO,06073,USA
3983,32.7536780940001,-117.202065592,SAN DIEGO,CA,OPEN,109,SAN DIEGO,06073,USA
3984,35.2756603220001,-120.646790709,SAN LUIS OBISPO,CA,OPEN,16,SAN LUIS OBISPO,06079,USA
3985,34.2773501990001,-119.252133663,VENTURA,CA,OPEN,223,VENTURA,06111,USA
3986,37.7988016210001,-122.231195629,OAKLAND,CA,OPEN,286,ALAMEDA,06001,USA
3987,37.546629496,-121.979643108,FREMONT,CA,OPEN,148,ALAMEDA,06001,USA
3988,37.790697128,-122.222183787,OAKLAND,CA,OPEN,26,ALAMEDA,06001,USA
3989,37.709410028,-122.118545886,ALAMEDA,CA,OPEN,16,ALAMEDA,06001,USA
3990,34.6882689760001,-118.158826024,LANCASTER,CA,OPEN,420,LOS ANGELES,06037,USA
3991,34.09980534,-117.86647858,COVINA,CA,OPEN,134,LOS ANGELES,06037,USA
3992,33.8102699890001,-118.34351745,TORRANCE,CA,OPEN,156,LOS ANGELES,06037,USA
3993,34.157227103,-118.48702421,ENCINO,CA,OPEN,148,LOS ANGELES,06037,USA
3994,34.0964510210001,-118.290470453,LOS ANGELES,CA,OPEN,434,LOS ANGELES,06037,USA
3995,34.0871916,-117.917251206,WEST COVINA,CA,OPEN,76,LOS ANGELES,06037,USA
3996,33.8304737710001,-118.291713809,TORRANCE,CA,OPEN,453,LOS ANGELES,06037,USA
3997,37.3128895300001,-121.932962749,SAN JOSE,CA,OPEN,574,SANTA CLARA,06085,USA
3998,35.367191496,-119.057671839,BAKERSFIELD,CA,OPEN,66,KERN,06029,USA
3999,39.8055505180001,-120.462810128,PORTOLA,CA,OPEN,36,PLUMAS,06063,USA
4000,39.9397289630001,-120.961700253,QUINCY,CA,OPEN,25,PLUMAS,06063,USA
4001,40.305762606,-121.234767531,CHESTER,CA,OPEN,26,PLUMAS,06063,USA
4002,39.3251073810001,-120.200773315,TRUCKEE,CA,OPEN,72,NEVADA,06057,USA
4003,33.70331242,-117.987858461,HUNTINGTON BEACH,CA,OPEN,131,ORANGE,06059,USA
4004,33.8870517450001,-117.843204826,PLACENTIA,CA,OPEN,114,ORANGE,06059,USA
4005,33.7543838140001,-117.833422819,SANTA ANA,CA,OPEN,282,ORANGE,06059,USA
4006,36.3278429150001,-119.295100564,VISALIA,CA,OPEN,403,TULARE,06107,USA
4007,36.2211957590001,-119.338660847,TULARE,CA,OPEN,112,TULARE,06107,USA
4023,34.892529532,-117.017193534,BARSTOW,CA,OPEN,30,SAN BERNARDINO,06071,USA
4024,37.643566284,-120.990904888,MODESTO,CA,OPEN,100,STANISLAUS,06099,USA
4025,33.379440765,-117.243499779,FALLBROOK,CA,OPEN,-999,SAN DIEGO,06073,USA
4026,34.0231795170001,-118.396989428,CULVER CITY,CA,OPEN,420,LOS ANGELES,06037,USA
4027,37.6002665880001,-120.962973039,CERES,CA,OPEN,16,STANISLAUS,06099,USA
4056,39.741827593,-121.850394338,CHICO,CA,OPEN,228,BUTTE,06007,USA
4059,37.994361505,-122.115785842,MARTINEZ,CA,OPEN,-999,CONTRA COSTA,06013,USA
4060,34.2443863890001,-118.482041825,LOS ANGELES,CA,OPEN,-999,LOS ANGELES,06037,USA
4061,38.5729662460001,-121.296458803,MATHER,CA,OPEN,-999,SACRAMENTO,06067,USA
4065,34.0702324490001,-117.244697509,LOMA LINDA,CA,OPEN,81,SAN BERNARDINO,06071,USA
4066,37.765480025,-122.390070476,SAN FRANCISCO,CA,OPEN,289,SAN FRANCISCO,06075,USA
4067,39.7541865600001,-121.867531859,CHICO,CA,OPEN,40,BUTTE,06007,USA
4068,39.7568633430001,-121.571297653,PARADISE,CA,OPEN,100,BUTTE,06007,USA
4069,39.5061495950001,-121.541158141,OROVILLE,CA,OPEN,133,BUTTE,06007,USA
4070,40.1484949840001,-122.219052506,RED BLUFF,CA,OPEN,76,TEHAMA,06103,USA
4071,34.0502575080001,-117.250063804,LOMA LINDA,CA,OPEN,-999,SAN BERNARDINO,06071,USA
4072,34.1313643240001,-117.321813965,SAN BERNARDINO,CA,OPEN,347,SAN BERNARDINO,06071,USA
4073,34.073102442,-117.434017907,FONTANA,CA,OPEN,450,SAN BERNARDINO,06071,USA
4075,32.875558052,-117.232419262,SAN DIEGO,CA,OPEN,-999,SAN DIEGO,06073,USA
4077,34.0496668370001,-117.264012364,LOMA LINDA,CA,OPEN,371,SAN BERNARDINO,06071,USA
4078,34.0364630890001,-117.205014803,REDLANDS,CA,OPEN,229,SAN BERNARDINO,06071,USA
4079,34.528306419,-117.29319765,VICTORVILLE,CA,OPEN,101,SAN BERNARDINO,06071,USA
4080,32.7805704360001,-117.006781525,LA MESA,CA,OPEN,528,SAN DIEGO,06073,USA
4081,32.7979585250001,-117.151301032,SAN DIEGO,CA,OPEN,522,SAN DIEGO,06073,USA
4082,32.8851845070001,-117.225460206,LA JOLLA,CA,OPEN,444,SAN DIEGO,06073,USA
4083,32.7514306150001,-117.160053593,SAN DIEGO,CA,OPEN,501,SAN DIEGO,06073,USA
4084,32.6337464600001,-117.083258728,CHULA VISTA,CA,OPEN,183,SAN DIEGO,06073,USA
4085,32.6189760670001,-117.023185612,CHULA VISTA,CA,OPEN,343,SAN DIEGO,06073,USA
4086,32.8060116130001,-117.154476214,SAN DIEGO,CA,OPEN,16,SAN DIEGO,06073,USA
4087,32.799284347,-117.154472839,SAN DIEGO,CA,OPEN,656,SAN DIEGO,06073,USA
4088,37.7954882780001,-122.409168763,SAN FRANCISCO,CA,OPEN,54,SAN FRANCISCO,06075,USA
4089,38.350117009,-120.76434117,JACKSON,CA,OPEN,52,AMADOR,06005,USA
4090,34.2891653930001,-118.744535322,SIMI VALLEY,CA,OPEN,144,VENTURA,06111,USA
4091,34.24367912,-119.019447666,CAMARILLO,CA,OPEN,155,VENTURA,06111,USA
4092,38.2546957970001,-122.631778328,PETALUMA,CA,OPEN,80,SONOMA,06097,USA
4093,38.443749295,-122.701739646,SANTA ROSA,CA,OPEN,278,SONOMA,06097,USA
4094,38.388627662,-121.939104818,VACAVILLE,CA,OPEN,140,SOLANO,06095,USA
4095,38.261830553,-122.047547814,FAIRFIELD,CA,OPEN,132,SOLANO,06095,USA
4096,38.1311838820001,-122.23735858,VALLEJO,CA,OPEN,102,SOLANO,06095,USA
4097,34.4338234350001,-119.810296842,SANTA BARBARA,CA,OPEN,52,SANTA BARBARA,06083,USA
4098,34.9511999280001,-120.413130536,SANTA MARIA,CA,OPEN,321,SANTA BARBARA,06083,USA
4099,34.4329679030001,-119.722743123,SANTA BARBARA,CA,OPEN,38,SANTA BARBARA,06083,USA
4100,41.7737268390001,-124.194123388,CRESCENT CITY,CA,OPEN,49,DEL NORTE,06015,USA
4101,37.9796874,-120.390801285,SONORA,CA,OPEN,12,TUOLUMNE,06109,USA
4102,37.977230229,-120.370850457,SONORA,CA,OPEN,72,TUOLUMNE,06109,USA
4103,38.1900595880001,-120.670575598,SAN ANDREAS,CA,OPEN,48,CALAVERAS,06009,USA
4104,37.8644118560001,-122.268577616,BERKELEY,CA,OPEN,69,ALAMEDA,06001,USA
4105,37.8370373610001,-122.267420721,OAKLAND,CA,OPEN,190,ALAMEDA,06001,USA
4106,37.697732343,-122.088869103,CASTRO VALLEY,CA,OPEN,130,ALAMEDA,06001,USA
4107,37.8246646210001,-122.257466718,OAKLAND,CA,OPEN,315,ALAMEDA,06001,USA
4108,37.798116586,-121.245886387,MANTECA,CA,OPEN,99,SAN JOAQUIN,06077,USA
4109,37.7442185150001,-121.433929742,TRACY,CA,OPEN,81,SAN JOAQUIN,06077,USA
4110,34.0609925690001,-117.790635934,POMONA,CA,OPEN,50,LOS ANGELES,06037,USA
4111,34.0373537720001,-118.265976066,LOS ANGELES,CA,OPEN,318,LOS ANGELES,06037,USA
4112,34.0980933070001,-117.747275628,POMONA,CA,OPEN,68,LOS ANGELES,06037,USA
4113,33.3392040410001,-118.330705123,AVALON,CA,OPEN,12,LOS ANGELES,06037,USA
4114,34.076294454,-118.380712116,LOS ANGELES,CA,OPEN,886,LOS ANGELES,06037,USA
4115,34.0976301380001,-118.291037592,LOS ANGELES,CA,OPEN,495,LOS ANGELES,06037,USA
4116,34.088309221,-117.893021582,COVINA,CA,OPEN,193,LOS ANGELES,06037,USA
4117,34.0634630820001,-117.945666023,WEST COVINA,CA,OPEN,325,LOS ANGELES,06037,USA
4118,34.0546744050001,-118.26515847,LOS ANGELES,CA,OPEN,408,LOS ANGELES,06037,USA
4119,34.3977269440001,-118.553878592,VALENCIA,CA,OPEN,238,LOS ANGELES,06037,USA
4120,34.1343853610001,-118.152983944,PASADENA,CA,OPEN,625,LOS ANGELES,06037,USA
4121,34.2005459910001,-118.553148029,RESEDA,CA,OPEN,249,LOS ANGELES,06037,USA
4122,33.7885952670001,-118.295982663,HARBOR CITY,CA,OPEN,325,LOS ANGELES,06037,USA
4123,34.1703945030001,-118.589687223,WOODLAND HILLS,CA,OPEN,262,LOS ANGELES,06037,USA
4124,33.916364242,-118.013353911,LA MIRADA,CA,OPEN,118,LOS ANGELES,06037,USA
4125,33.9901305930001,-118.378451111,LOS ANGELES,CA,OPEN,81,LOS ANGELES,06037,USA
4126,33.8081953700001,-118.186929867,LONG BEACH,CA,OPEN,458,LOS ANGELES,06037,USA
