pollutant,date_local,time_local,date_gmt,time_gmt,value,units_of_measure,datetime_local
PM2.5,2020-09-16,22:00,2020-09-17,06:00,3.0,Micrograms/cubic meter (LC),2020-09-16 22:00:00
PM2.5,2020-09-16,23:00,2020-09-17,07:00,0.0,Micrograms/cubic meter (LC),2020-09-16 23:00:00
PM2.5,2020-09-17,00:00,2020-09-17,08:00,0.0,Micrograms/cubic meter (LC),2020-09-17 00:00:00
PM2.5,2020-09-17,01:00,2020-09-17,09:00,1.0,Micrograms/cubic meter (LC),2020-09-17 01:00:00
PM2.5,2020-09-17,02:00,2020-09-17,10:00,2.0,Micrograms/cubic meter (LC),2020-09-17 02:00:00
PM2.5,2020-09-17,03:00,2020-09-17,11:00,2.0,Micrograms/cubic meter (LC),2020-09-17 03:00:00
PM2.5,2020-09-17,04:00,2020-09-17,12:00,2.0,Micrograms/cubic meter (LC),2020-09-17 04:00:00
PM2.5,2020-09-17,05:00,2020-09-17,13:00,3.0,Micrograms/cubic meter (LC),2020-09-17 05:00:00
PM2.5,2020-09-17,06:00,2020-09-17,14:00,1.0,Micrograms/cubic meter (LC),2020-09-17 06:00:00
PM2.5,2020-09-17,07:00,2020-09-17,15:00,5.0,Micrograms/cubic meter (LC),2020-09-17 07:00:00
PM2.5,2020-09-17,08:00,2020-09-17,16:00,7.0,Micrograms/cubic meter (LC),2020-09-17 08:00:00
PM2.5,2020-09-17,09:00,2020-09-17,17:00,8.0,Micrograms/cubic meter (LC),2020-09-17 09:00:00
PM2.5,2020-09-17,10:00,2020-09-17,18:00,5.0,Micrograms/cubic meter (LC),2020-09-17 10:00:00
PM2.5,2020-09-17,11:00,2020-09-17,19:00,2.0,Micrograms/cubic meter (LC),2020-09-17 11:00:00
PM2.5,2020-09-17,12:00,2020-09-17,20:00,2.0,Micrograms/cubic meter (LC),2020-09-17 12:00:00
PM2.5,2020-09-17,13:00,2020-09-17,21:00,4.0,Micrograms/cubic meter (LC),2020-09-17 13:00:00
PM2.5,2020-09-17,14:00,2020-09-17,22:00,3.0,Micrograms/cubic meter (LC),2020-09-17 14:00:00
PM2.5,2020-09-17,15:00,2020-09-17,23:00,3.0,Micrograms/cubic meter (LC),2020-09-17 15:00:00
PM2.5,2020-09-17,16:00,2020-09-18,00:00,4.0,Micrograms/cubic meter (LC),2020-09-17 16:00:00
PM2.5,2020-09-17,17:00,2020-09-18,01:00,8.0,Micrograms/cubic meter (LC),2020-09-17 17:00:00
PM2.5,2020-09-17,18:00,2020-09-18,02:00,10.0,Micrograms/cubic meter (LC),2020-09-17 18:00:00
PM2.5,2020-09-17,19:00,2020-09-18,03:00,8.0,Micrograms/cubic meter (LC),2020-09-17 19:00:00
PM2.5,2020-09-17,20:00,2020-09-18,04:00,8.0,Micrograms/cubic meter (LC),2020-09-17 20:00:00
PM2.5,2020-09-17,21:00,2020-09-18,05:00,7.0,Micrograms/cubic meter (LC),2020-09-17 21:00:00
PM2.5,2020-09-17,22:00,2020-09-18,06:00,5.0,Micrograms/cubic meter (LC),2020-09-17 22:00:00
PM2.5,2020-09-17,23:00,2020-09-18,07:00,7.0,Micrograms/cubic meter (LC),2020-09-17 23:00:00
