,longitude,latitude
633,-114.540617,33.591412
634,-114.5403,33.580615
635,-114.535965,33.569154
636,-114.535664,33.568788
637,-114.526834,33.557466
638,-114.524391,33.553683
639,-114.524599,33.552231
640,-114.542011,33.542480999999995
641,-114.558898,33.531819
642,-114.559507,33.530724
643,-114.560835,33.524333999999996
644,-114.560552,33.518271999999996
645,-114.560963,33.516739
646,-114.569533,33.509219
647,-114.573757,33.507543
648,-114.580468,33.506465
649,-114.588239,33.502452999999996
650,-114.591554,33.499443
651,-114.597283,33.490653
652,-114.599713,33.484314999999995
653,-114.601696,33.481394
654,-114.607843,33.474834
655,-114.612472,33.470768
656,-114.622918,33.456561
657,-114.623395,33.45449
658,-114.622283,33.447558
659,-114.627125,33.433554
660,-114.62964,33.428138
661,-114.635183,33.422726
662,-114.643302,33.416745
663,-114.64954,33.413633
664,-114.652828,33.412922
665,-114.658382,33.413036
666,-114.673901,33.418299
667,-114.687953,33.417944
668,-114.695655,33.415127
669,-114.696504,33.414059
670,-114.696805,33.412087
671,-114.697707,33.410942
672,-114.70173199999999,33.408387999999995
673,-114.710878,33.407254
674,-114.720065,33.407891
675,-114.723829,33.406531
676,-114.72528199999999,33.405048
677,-114.725535,33.404056
678,-114.725292,33.402342
679,-114.722872,33.398779
680,-114.713602,33.388256999999996
681,-114.70840799999999,33.384147
682,-114.70731,33.382542
683,-114.707009,33.380634
684,-114.707348,33.376628
685,-114.69905299999999,33.361148
686,-114.69817,33.356575
687,-114.698035,33.352441999999996
688,-114.700938,33.337013999999996
689,-114.705241,33.327767
690,-114.707962,33.323420999999996
691,-114.710792,33.320606999999995
692,-114.723623,33.31211
693,-114.729904,33.305745
694,-114.731222,33.304038999999996
695,-114.731223,33.302434
696,-114.723259,33.288078999999996
697,-114.72167,33.286982
698,-114.71787499999999,33.285157
699,-114.711197,33.283342
700,-114.702873,33.281915999999995
701,-114.69444899999999,33.279786
702,-114.684363,33.276025
703,-114.680507,33.273576999999996
704,-114.677032,33.27017
705,-114.672401,33.26047
706,-114.672088,33.258499
707,-114.674491,33.255597
708,-114.688205,33.247966
709,-114.689541,33.246428
710,-114.689421,33.24525
711,-114.682731,33.234918
712,-114.678097,33.2303
713,-114.674479,33.225504
714,-114.673626,33.223121
715,-114.673715,33.219245
716,-114.676072,33.210834999999996
717,-114.678749,33.203448
718,-114.678178,33.199584
719,-114.67519,33.188179
720,-114.67536,33.185489
721,-114.675831,33.18152
722,-114.679034,33.174738
723,-114.680248,33.169717
724,-114.678729,33.162948
725,-114.679359,33.159518999999996
726,-114.682253,33.155214
727,-114.684489,33.148120999999996
728,-114.687074,33.142196
729,-114.689995,33.137882999999995
730,-114.696829,33.131209
731,-114.703682,33.113769
732,-114.706175,33.105335
733,-114.707896,33.097432
734,-114.707819,33.091102
735,-114.706488,33.08816
736,-114.70473,33.087050999999995
737,-114.701165,33.086368
738,-114.694628,33.086225999999996
739,-114.692548,33.085786
740,-114.68902,33.084036
741,-114.688597,33.082868999999995
742,-114.689307,33.079178999999996
743,-114.68912,33.076122
744,-114.686991,33.070969
745,-114.674296,33.057171
746,-114.675104,33.047532
747,-114.673659,33.041897
748,-114.670803,33.037984
749,-114.66506,33.033908
750,-114.662317,33.032671
751,-114.659832,33.032665
752,-114.657827,33.033825
753,-114.655038,33.037107
754,-114.649001,33.046763
755,-114.64598,33.048902999999996
756,-114.641622,33.046896
757,-114.639553,33.045291
758,-114.63419,33.039024999999995
759,-114.628293,33.031051999999995
760,-114.625787,33.029436
761,-114.618788,33.027201999999996
762,-114.60101399999999,33.02541
763,-114.589778,33.026227999999996
764,-114.586982,33.026945
765,-114.584765,33.028231
766,-114.58140399999999,33.032545
767,-114.578287,33.035375
768,-114.575161,33.036542
769,-114.571653,33.036623999999996
770,-114.553189,33.033974
771,-114.538459,33.033422
772,-114.523578,33.030961
773,-114.52013,33.029984
774,-114.51648387559901,33.0275718412186
775,-114.51490000000001,33.026524
776,-114.511343,33.023455
777,-114.50613,33.01701
778,-114.502871,33.011153
779,-114.499797,33.003904999999996
780,-114.497315,32.991474
781,-114.495712,32.980076
782,-114.494212,32.974261999999996
783,-114.492938,32.971781
784,-114.490129,32.969885
785,-114.488625,32.969946
786,-114.481315,32.972063999999996
787,-114.480417,32.973665
788,-114.476156,32.975168
789,-114.470988,32.97406
790,-114.469039,32.972294999999995
791,-114.467664,32.966861
792,-114.467272,32.960675
793,-114.46773,32.956323
794,-114.469113,32.952673
795,-114.470833,32.949332999999996
796,-114.474042,32.94515
797,-114.478456,32.940554999999996
798,-114.48074,32.937027
799,-114.48092,32.935252
800,-114.479005,32.928291
801,-114.47664,32.923628
802,-114.473713,32.920594
803,-114.464448,32.913129
804,-114.46365,32.911682
805,-114.462929,32.907944
806,-114.463127,32.901883999999995
807,-114.465715,32.879419999999996
808,-114.465715,32.879191
809,-114.465546,32.874809
810,-114.468971,32.845155
811,-114.475892,32.838694
812,-114.494116,32.823288
813,-114.496284,32.822326
814,-114.496827,32.822119
815,-114.510217,32.816417
816,-114.515389,32.811439
817,-114.519758,32.805676
818,-114.520385,32.803577
819,-114.522031,32.801674999999996
820,-114.528849,32.796307
821,-114.530755,32.793485
822,-114.531669,32.791185
823,-114.531746,32.782503
824,-114.532432,32.776923
825,-114.531831,32.774263999999995
826,-114.528443,32.767275999999995
827,-114.526856,32.757093999999995
828,-114.539093,32.756949
829,-114.614772,32.734089
830,-114.615733,32.729427
831,-114.615585,32.728446
832,-114.615669227736,32.7284399276274
833,-114.618373,32.728245
834,-114.632686,32.730846
835,-114.65826,32.733799
836,-114.65884,32.73383
837,-114.667493,32.734226
838,-114.677091,32.736218
839,-114.678632,32.736613999999996
840,-114.684278,32.737536999999996
841,-114.688779,32.737674999999996
842,-114.69879,32.744845999999995
843,-114.700743,32.745616999999996
844,-114.701918,32.745548
845,-114.70571699999999,32.741581
846,-114.714522,32.73039
847,-114.715788,32.727758
848,-114.717665,32.721654
849,-114.719633,32.718762999999996
850,-115.000802,32.699676
851,-115.465164,32.667100000000005
852,-116.04662,32.623353
853,-116.10618141881301,32.6186413746915
854,-116.115427,32.61791
855,-116.12584799999999,32.616673
856,-116.211033,32.610326
857,-116.540643,32.583746999999995
858,-116.62705,32.576260999999995
859,-116.85312903173102,32.5577878836934
860,-116.857154,32.557459
861,-116.928055,32.550758
862,-116.945956,32.550058
863,-117.026358,32.542457
864,-117.062759,32.539857
865,-117.118867876573,32.5347062551835
866,-117.12486200000001,32.534155999999996
867,-117.129306589873,32.555837296016094
868,-117.133363,32.575624999999995
869,-117.133176216707,32.5856314479488
870,-117.132963,32.597054
871,-117.136664,32.618753999999996
872,-117.139464,32.627054
873,-117.159865,32.660652
874,-117.168866,32.671952
875,-117.18036599999999,32.681652
876,-117.192967,32.687751
877,-117.196767,32.688851
878,-117.21306799999999,32.687751
879,-117.223868,32.683051
880,-117.236239,32.671352999999996
881,-117.246069,32.669351999999996
882,-117.255169,32.700051
883,-117.25757,32.72605
884,-117.25537,32.745449
885,-117.25256999999999,32.752949
886,-117.25497,32.786947999999995
887,-117.26107,32.803148
888,-117.280971,32.822247
889,-117.28217000000001,32.839546999999996
890,-117.28117,32.843047
891,-117.27387,32.851447
892,-117.26497,32.848946999999995
893,-117.26067,32.852647
894,-117.25617,32.859446999999996
895,-117.25250738527001,32.871573510415196
896,-117.25167,32.874345999999996
897,-117.25447,32.900146
898,-117.26047,32.931245
899,-117.277834046865,33.000613939538
900,-117.28077,33.012343
901,-117.29337,33.034642
902,-117.309771,33.07454
903,-117.315278,33.093503999999996
904,-117.328359,33.121842
905,-117.362572,33.168437
906,-117.39148,33.202762
907,-117.401926,33.213598
908,-117.445583,33.268516999999996
909,-117.46979400000001,33.296417
910,-117.50565,33.334063
911,-117.547693,33.365491
912,-117.571722,33.378988
913,-117.59588,33.386629
914,-117.59616273186401,33.387091904360595
915,-117.607905,33.406317
916,-117.631682,33.430527999999995
917,-117.64558199999999,33.440728
918,-117.684584,33.461926999999996
919,-117.689284,33.460155
920,-117.69198399999999,33.456627
921,-117.691384,33.454028
922,-117.715349,33.460556
923,-117.726486,33.483427
924,-117.732259633371,33.4888694447514
925,-117.761387,33.516326
926,-117.784888,33.541525
927,-117.801288,33.546324
928,-117.814188,33.552223999999995
929,-117.840289,33.573523
930,-117.87679,33.592321999999996
931,-117.89979,33.599622
932,-117.927091,33.605520999999996
933,-117.940591,33.620021
934,-118.000593,33.654319
935,-118.029694,33.676418
936,-118.03222547678901,33.678906255927295
937,-118.064895,33.711017999999996
938,-118.088896,33.729817
939,-118.101097,33.734117
940,-118.115658466483,33.7429181141995
941,-118.132698,33.753217
942,-118.14660647971701,33.7572972498137
943,-118.15690000000001,33.760317
944,-118.1755,33.763616999999996
945,-118.180831,33.763072
946,-118.187701,33.749218
947,-118.1837,33.736118
948,-118.183342,33.723186
949,-118.21222,33.721244999999996
950,-118.232646410548,33.7135504234136
951,-118.258687,33.703741
952,-118.277208,33.707091
953,-118.297104,33.708318999999996
954,-118.317205,33.712818
955,-118.32280902508,33.7157319436011
956,-118.333295892977,33.7211848352577
957,-118.354705,33.732317
958,-118.360505,33.736816999999995
959,-118.385006,33.741417
960,-118.39660599999999,33.735917
961,-118.411211,33.741985
962,-118.42840699999999,33.774715
963,-118.423407,33.782015
964,-118.405007,33.800215
965,-118.394307,33.804314999999995
966,-118.391507,33.815415
967,-118.392107,33.840914999999995
968,-118.412708,33.883913
969,-118.42201784513202,33.9015907979799
970,-118.44241,33.940312
971,-118.460611,33.969111
972,-118.48272858809501,33.9959124449355
973,-118.484212,33.99771
974,-118.502813,34.015509
975,-118.519514,34.027509
976,-118.543115,34.038508
977,-118.56714103361601,34.041388916435096
978,-118.56923499999999,34.04164
979,-118.603572,34.039048
980,-118.609652,34.036424
981,-118.668358,34.038886999999995
982,-118.67543,34.037479
983,-118.679366,34.033255
984,-118.706215,34.029382999999996
985,-118.732391,34.032742999999996
986,-118.744952,34.032103
987,-118.783433,34.021543
